hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,reservation_status
Resort Hotel,FALSE,107,2015,July,27,2,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,110.7,Check-Out
Resort Hotel,TRUE,47,2015,July,27,2,2,5,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,153,Canceled
Resort Hotel,FALSE,96,2015,July,27,2,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,58.95,Check-Out
Resort Hotel,FALSE,113,2015,July,27,2,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient-Party,82.88,Check-Out
Resort Hotel,FALSE,90,2015,July,27,2,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,B,1,No Deposit,FALSE,Contract,82.35,Check-Out
Resort Hotel,FALSE,50,2015,July,27,2,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,F,1,No Deposit,FALSE,Transient,119.35,Check-Out
Resort Hotel,FALSE,113,2015,July,27,2,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient-Party,67.58,Check-Out
Resort Hotel,FALSE,93,2015,July,27,2,3,8,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,56.01,Check-Out
Resort Hotel,FALSE,76,2015,July,27,2,4,10,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Contract,110.7,Check-Out
Resort Hotel,FALSE,3,2015,July,27,2,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,88.2,Check-Out
Resort Hotel,FALSE,1,2015,July,27,2,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,H,H,0,No Deposit,FALSE,Transient,147,Check-Out
Resort Hotel,FALSE,1,2015,July,27,2,0,1,2,2,FALSE,Direct,Direct,FALSE,FALSE,FALSE,C,C,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,0,2015,July,27,2,0,1,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,H,H,0,No Deposit,FALSE,Transient,147,Check-Out
Resort Hotel,FALSE,0,2015,July,27,2,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,117.9,Check-Out
Resort Hotel,FALSE,0,2015,July,27,2,0,1,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,14,2015,July,27,2,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,98,Check-Out
Resort Hotel,FALSE,10,2015,July,27,2,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,117.81,Check-Out
Resort Hotel,FALSE,5,2015,July,27,2,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,135,Check-Out
Resort Hotel,FALSE,17,2015,July,27,2,0,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,F,F,0,No Deposit,FALSE,Transient,133,Check-Out
Resort Hotel,FALSE,93,2015,July,27,2,0,3,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Contract,58.95,Check-Out
Resort Hotel,TRUE,3,2015,July,27,2,0,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,136.33,Canceled
Resort Hotel,FALSE,10,2015,July,27,3,0,2,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,H,0,No Deposit,FALSE,Transient,153,Check-Out
Resort Hotel,FALSE,3,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,110.5,Check-Out
Resort Hotel,FALSE,51,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,97,Check-Out
Resort Hotel,TRUE,71,2015,July,27,3,0,2,3,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,110.3,Canceled
Resort Hotel,TRUE,63,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,82,Canceled
Resort Hotel,TRUE,62,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,97,Canceled
Resort Hotel,TRUE,101,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,73.8,Canceled
Resort Hotel,FALSE,2,2015,July,27,3,0,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,91.5,Check-Out
Resort Hotel,FALSE,15,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,114.5,Check-Out
Resort Hotel,TRUE,51,2015,July,27,3,0,2,3,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,110.3,Canceled
Resort Hotel,FALSE,3,2015,July,27,3,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,90.9,Check-Out
Resort Hotel,TRUE,48,2015,July,27,3,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,123,Canceled
Resort Hotel,FALSE,2,2015,July,27,3,2,2,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,122,Check-Out
Resort Hotel,FALSE,72,2015,July,27,3,2,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,110.7,Check-Out
Resort Hotel,FALSE,81,2015,July,27,3,2,6,3,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,85.86,Check-Out
Resort Hotel,FALSE,99,2015,July,27,3,2,7,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,58.95,Check-Out
Resort Hotel,TRUE,368,2015,July,27,3,3,7,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,55.68,Canceled
Resort Hotel,FALSE,364,2015,July,27,3,3,7,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,55.68,Check-Out
Resort Hotel,TRUE,81,2015,July,27,3,3,7,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,2,No Deposit,FALSE,Transient,124,Canceled
Resort Hotel,FALSE,99,2015,July,27,3,3,7,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Contract,111.15,Check-Out
Resort Hotel,FALSE,324,2015,July,27,3,4,10,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Contract,134.73,Check-Out
Resort Hotel,FALSE,69,2015,July,27,3,4,10,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,F,F,1,No Deposit,FALSE,Transient,92.45,Check-Out
Resort Hotel,TRUE,79,2015,July,27,3,6,15,2,1,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,108.73,Canceled
Resort Hotel,FALSE,12,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,73.8,Check-Out
Resort Hotel,FALSE,9,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,98,Check-Out
Resort Hotel,FALSE,1,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,131,Check-Out
Resort Hotel,FALSE,21,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,9,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,C,C,0,No Deposit,FALSE,Transient,94.71,Check-Out
Resort Hotel,FALSE,109,2015,July,27,3,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,TRUE,109,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,123,Canceled
Resort Hotel,TRUE,72,2015,July,27,3,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,73.8,Canceled
Resort Hotel,TRUE,63,2015,July,27,3,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,F,F,0,No Deposit,FALSE,Transient,117,Canceled
Resort Hotel,FALSE,63,2015,July,27,3,2,5,3,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,196.54,Check-Out
Resort Hotel,FALSE,101,2015,July,27,3,2,5,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,99.3,Check-Out
Resort Hotel,FALSE,102,2015,July,27,3,2,5,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,90.95,Check-Out
Resort Hotel,FALSE,4,2015,July,27,4,2,1,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,92.67,Check-Out
Resort Hotel,FALSE,98,2015,July,27,4,2,1,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,71.55,Check-Out
Resort Hotel,FALSE,92,2015,July,27,4,2,4,1,2,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,F,F,0,No Deposit,FALSE,Transient,96.49,Check-Out
Resort Hotel,FALSE,95,2015,July,27,4,2,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,85.8,Check-Out
Resort Hotel,FALSE,102,2015,July,27,4,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,96.3,Check-Out
Resort Hotel,TRUE,26,2015,July,27,4,2,5,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,H,H,0,No Deposit,FALSE,Transient,163,Canceled
Resort Hotel,TRUE,73,2015,July,27,4,2,5,3,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,172,Canceled
Resort Hotel,TRUE,102,2015,July,27,4,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,110.7,Canceled
Resort Hotel,FALSE,115,2015,July,27,4,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,58.95,Check-Out
Resort Hotel,FALSE,102,2015,July,27,4,2,5,2,0,TRUE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,73.8,Check-Out
Resort Hotel,FALSE,86,2015,July,27,4,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,97,Check-Out
Resort Hotel,FALSE,78,2015,July,27,4,2,5,2,0,TRUE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,F,0,No Deposit,FALSE,Transient,139,Check-Out
Resort Hotel,FALSE,52,2015,July,27,4,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,67.24,Check-Out
Resort Hotel,FALSE,29,2015,July,27,4,2,6,3,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,116.5,Check-Out
Resort Hotel,TRUE,101,2015,July,27,4,2,6,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,96.3,Canceled
Resort Hotel,FALSE,109,2015,July,27,4,2,6,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,92,2015,July,27,4,4,6,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Contract,71.55,Check-Out
Resort Hotel,FALSE,92,2015,July,27,4,4,6,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Contract,71.55,Check-Out
Resort Hotel,FALSE,79,2015,July,27,4,4,6,2,1,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,1,No Deposit,FALSE,Transient,149,Check-Out
Resort Hotel,FALSE,2,2015,July,27,4,0,1,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,H,G,1,No Deposit,FALSE,Transient,163,Check-Out
Resort Hotel,FALSE,30,2015,July,27,4,0,1,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,C,0,No Deposit,FALSE,Contract,79.5,Check-Out
Resort Hotel,TRUE,51,2015,July,27,4,0,1,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,105,Canceled
Resort Hotel,TRUE,36,2015,July,27,4,0,1,1,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,G,1,No Deposit,FALSE,Transient,123,No-Show
Resort Hotel,TRUE,73,2015,July,27,4,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,73.8,Canceled
Resort Hotel,TRUE,33,2015,July,27,4,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,113,Canceled
Resort Hotel,FALSE,32,2015,July,27,4,0,1,4,0,FALSE,Complementary,Direct,FALSE,FALSE,FALSE,H,H,2,No Deposit,FALSE,Transient,0,Check-Out
Resort Hotel,FALSE,8,2015,July,27,4,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,100,2015,July,27,4,1,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,73.8,Check-Out
Resort Hotel,FALSE,1,2015,July,27,4,1,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,114.5,Check-Out
Resort Hotel,FALSE,100,2015,July,27,4,1,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,73.8,Check-Out
Resort Hotel,FALSE,100,2015,July,27,4,1,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,73.8,Check-Out
Resort Hotel,FALSE,9,2015,July,28,5,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,88.2,Check-Out
Resort Hotel,TRUE,5,2015,July,28,5,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,97,Canceled
Resort Hotel,FALSE,0,2015,July,28,5,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,1,No Deposit,FALSE,Transient,85.1,Check-Out
Resort Hotel,FALSE,9,2015,July,28,5,1,0,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,89,Check-Out
Resort Hotel,FALSE,2,2015,July,28,5,1,0,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,80.1,Check-Out
Resort Hotel,FALSE,2,2015,July,28,5,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,E,0,No Deposit,FALSE,Transient,98,Check-Out
Resort Hotel,FALSE,9,2015,July,28,5,1,0,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,101,Check-Out
Resort Hotel,TRUE,5,2015,July,28,5,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,97,Canceled
Resort Hotel,FALSE,2,2015,July,28,5,1,0,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,167,Check-Out
Resort Hotel,FALSE,44,2015,July,28,5,2,0,3,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,G,3,No Deposit,FALSE,Transient,225,Check-Out
Resort Hotel,FALSE,80,2015,July,28,5,2,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,E,0,No Deposit,FALSE,Transient,97,Check-Out
Resort Hotel,FALSE,97,2015,July,28,5,2,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,87.3,Check-Out
Resort Hotel,FALSE,109,2015,July,28,5,2,3,2,1,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,85.59,Check-Out
Resort Hotel,FALSE,30,2015,July,28,5,2,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,64,2015,July,28,5,2,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,107,Check-Out
